Id,Id2,Geography,,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US06065,6065,"Riverside County, California",2008,720248,14224,639306,13747,544257,12512,95049,6018,74804,5434,12007,2130,4764,1885,1404,631,2070,773,9567,2588,8836,2513,423,480,66,110,242,256,0,271,80,120,2466,811,4066,1412,17121,3859,4253,1130,43389,4825
0500000US06067,6067,"Sacramento County, California",2008,645924,10285,562217,9687,475938,9400,86279,5421,69731,4618,9099,1685,4004,1535,1040,697,2405,846,23166,2615,16660,2301,2953,1028,1609,587,1893,619,51,86,322,425,2678,705,8693,1748,13699,2029,5335,1222,29814,3176
0500000US06071,6071,"San Bernardino County, California",2008,794042,18169,722308,17752,621442,15036,100866,6611,76074,5674,13433,2935,6518,1455,2972,1121,1869,539,10129,1802,9056,1547,728,835,32,53,222,310,91,148,47,80,3640,1215,3050,1254,16473,3361,4787,1413,33608,2907
0500000US06073,6073,"San Diego County, California",2008,1446423,15013,1242719,15554,1074096,14496,168623,8144,131662,6909,21628,2401,7841,1964,3827,961,3665,978,47402,4546,38741,3608,4435,2386,447,290,3427,841,352,361,219,185,8106,1420,8990,1877,46234,4743,9676,1990,83077,6365
0500000US06075,6075,"San Francisco County, California",2008,620288,12536,295154,9534,226183,7729,68971,5185,45188,4769,17001,2283,3569,1380,1141,527,2072,781,225511,8488,114540,6424,13708,2328,78259,4917,15116,2087,3888,965,1504,649,4777,1325,12464,2252,41353,4180,6375,1349,33150,3795
0500000US06077,6077,"San Joaquin County, California",2008,248009,7416,223700,7638,191061,7434,32639,3988,22850,3514,5443,1465,1765,801,1275,882,1306,1614,1623,694,1572,693,0,271,51,86,0,271,0,271,0,271,1441,709,1163,585,5029,1575,3799,1960,11254,1972
0500000US06079,6079,"San Luis Obispo County, California",2008,122699,5131,102778,5210,90500,4721,12278,1871,8812,1729,2329,712,803,471,34,45,300,289,1904,949,1474,709,0,271,430,678,0,271,0,271,0,271,662,388,3022,994,5502,1615,1140,639,7691,1312
0500000US06081,6081,"San Mateo County, California",2008,367402,8700,314086,7831,266987,7505,47099,4554,33180,3411,7159,1840,2840,1041,2246,1842,1674,731,17598,2989,8788,2103,82,98,5630,1621,3098,925,0,271,100,174,1674,598,4123,1172,10164,1997,4387,1261,15270,1962
0500000US06083,6083,"Santa Barbara County, California",2008,204262,5761,167890,5746,132212,5630,35678,3909,24795,3424,7337,2359,1833,872,851,501,862,516,6633,1331,6546,1335,0,271,0,271,87,142,0,271,42,71,1581,697,6515,1923,7914,1696,1608,940,12079,2090
0500000US06085,6085,"Santa Clara County, California",2008,965288,12349,834995,10587,739834,10101,95161,5419,75243,5060,13321,2200,3538,849,990,512,2069,787,37045,4306,24580,3611,2703,973,1314,643,8448,1499,0,271,506,395,4057,925,16511,2452,21424,3626,12967,3323,37783,3646
0500000US06087,6087,"Santa Cruz County, California",2008,114104,5377,91278,4861,79157,4562,12121,2080,8613,1717,2240,1086,807,697,353,375,108,137,3233,1169,3233,1169,0,271,0,271,0,271,0,271,49,82,265,213,5115,1607,5972,1518,691,390,7501,1623
0500000US06089,6089,"Shasta County, California",2008,75090,3483,67787,3635,59950,3467,7837,1632,5897,1341,677,433,1059,921,0,271,204,193,329,317,329,317,0,271,0,271,0,271,0,271,0,271,68,102,440,314,1711,871,1027,671,3728,1230
0500000US06095,6095,"Solano County, California",2008,142979,6000,126486,5505,109468,5036,17018,2651,12928,2491,3075,1094,638,457,129,110,248,231,3550,1489,3293,1543,112,185,0,271,16,28,129,214,503,546,307,188,388,292,2465,813,2850,1685,6430,1675
0500000US06097,6097,"Sonoma County, California",2008,214228,6764,180205,6598,158080,6502,22125,2960,18548,2893,2422,951,680,432,50,80,425,286,3718,1480,3718,1480,0,271,0,271,0,271,0,271,69,86,737,347,4096,1535,7206,1883,2620,1064,15577,2056
0500000US06099,6099,"Stanislaus County, California",2008,189384,6338,168730,6219,153136,6286,15594,2521,12091,2140,2736,1087,424,253,299,279,44,72,1318,594,1318,594,0,271,0,271,0,271,0,271,0,271,985,457,1984,852,5556,1298,3079,1035,7732,1295
0500000US06107,6107,"Tulare County, California",2008,162953,5766,150209,6010,117153,4727,33056,4176,21499,3659,6543,1858,1373,504,2198,847,1443,868,1282,479,1282,479,0,271,0,271,0,271,0,271,0,271,655,454,633,367,3058,915,1013,525,6103,1182
0500000US06111,6111,"Ventura County, California",2008,336958,7909,302778,7887,261542,8202,41236,4716,25251,2999,8041,2109,4036,1668,3549,2319,359,260,2904,960,2740,952,0,271,43,72,121,143,0,271,121,141,1130,599,1849,952,6428,1542,2397,923,19351,2450
0500000US06113,6113,"Yolo County, California",2008,101775,5992,84797,5801,72659,5194,12138,2252,9746,2004,1654,680,279,228,24,39,435,265,3083,1015,2460,902,183,248,0,271,440,290,0,271,57,97,317,214,6677,1318,2665,880,1610,832,2569,829
0500000US06001,6001,"Alameda County, California",2009,688040,12255,551983,11010,481423,10878,70560,4773,55010,3978,10643,2298,2199,770,1161,518,1547,908,55173,4568,24821,3192,342,370,27306,3272,2479,726,225,227,53,89,3045,872,11967,1950,22927,2426,7157,2132,35735,3519
0500000US06007,6007,"Butte County, California",2009,84496,4293,70899,4761,61544,4216,9355,1853,7344,1710,1442,564,466,364,103,104,0,271,731,436,731,436,0,271,0,271,0,271,0,271,48,78,110,122,2417,1008,5004,1817,248,201,5039,1168
0500000US06013,6013,"Contra Costa County, California",2009,374409,9414,323956,9632,281699,8618,42257,4079,33873,3664,4592,1100,2090,776,703,431,999,529,10726,2022,6269,1536,417,509,3447,1164,593,344,0,271,261,219,986,471,2017,782,8545,1849,1921,861,25997,3145
0500000US06017,6017,"El Dorado County, California",2009,58080,3424,49202,3522,42005,3149,7197,2034,4305,1421,1042,546,1382,1370,199,201,269,378,59,98,59,98,0,271,0,271,0,271,0,271,429,690,108,104,355,281,1420,630,450,359,6057,1301
0500000US06019,6019,"Fresno County, California",2009,338019,8134,299639,8133,260936,8147,38703,4287,27393,3333,4971,1307,3272,1636,1593,732,1474,772,4307,1279,3928,1114,141,170,186,301,52,84,0,271,122,196,669,347,2399,747,8037,1663,9707,2705,13139,1836
0500000US06025,6025,"Imperial County, California",2009,54394,2919,47985,3054,42785,3072,5200,1236,3903,1153,480,292,626,433,34,55,157,158,983,664,983,664,0,271,0,271,0,271,0,271,240,225,55,88,296,274,1356,568,562,525,2917,1054
0500000US06029,6029,"Kern County, California",2009,291763,6975,271278,6514,219488,6717,51790,3628,31711,2942,7555,1605,6933,1956,3529,1567,2062,868,1911,734,1849,716,62,103,0,271,0,271,0,271,125,150,1268,622,1322,758,4738,1470,2409,858,8712,1644
0500000US06031,6031,"Kings County, California",2009,54474,3187,49345,3133,41392,2788,7953,1742,3914,1383,814,432,1119,849,483,295,1623,818,787,571,787,571,0,271,0,271,0,271,0,271,0,271,207,179,445,398,1145,513,577,336,1968,900
0500000US06037,6037,"Los Angeles County, California",2009,4542488,23059,3798095,23578,3285728,26454,512367,15798,392522,15110,71587,5593,23499,3311,13712,2592,11047,1660,325389,12247,287785,11153,2852,918,18169,2440,16145,2191,438,358,1987,893,13014,1868,34059,3317,121273,6208,39051,3796,209620,8922
0500000US06041,6041,"Marin County, California",2009,122863,4554,100574,4664,88292,4455,12282,1910,9108,1703,1907,735,648,474,400,355,219,186,4232,1295,4232,1295,0,271,0,271,0,271,0,271,0,271,105,123,969,543,4035,1104,831,536,12117,1826
0500000US06047,6047,"Merced County, California",2009,76054,3863,67441,4075,58926,3577,8515,1757,5395,1326,1544,724,339,319,393,385,844,1039,222,208,161,180,0,271,0,271,61,101,0,271,0,271,66,110,266,233,2015,587,1691,841,4353,1110
0500000US06053,6053,"Monterey County, California",2009,176336,5280,149853,5331,126987,5137,22866,2740,15259,2076,4144,1145,1598,823,934,542,931,625,3003,995,2899,996,70,114,0,271,34,64,0,271,0,271,776,560,1585,605,5386,1543,6212,1668,9521,1993
0500000US06055,6055,"Napa County, California",2009,67085,3625,59725,3511,52401,3702,7324,1450,5741,1304,998,661,336,284,109,122,140,128,737,423,737,423,0,271,0,271,0,271,0,271,0,271,171,164,587,436,2851,1235,362,356,2652,759
0500000US06059,6059,"Orange County, California",2009,1488380,15805,1317519,15847,1154814,14718,162705,7739,123790,7128,22209,3025,8973,1479,4496,1065,3237,997,41606,3812,38704,3828,139,116,108,124,2655,852,0,271,140,193,4566,980,15342,2628,30728,3206,9504,1936,68975,4647
0500000US06061,6061,"Placer County, California",2009,146868,6551,128166,6110,115389,5255,12777,2416,9345,2119,1904,614,363,316,934,998,231,251,822,531,822,531,0,271,0,271,0,271,0,271,55,94,454,264,1002,675,2588,1017,525,454,13256,1886
0500000US06065,6065,"Riverside County, California",2009,681787,11018,599706,10907,512482,9289,87224,5816,64303,4861,14589,2685,4738,2042,2322,1050,1272,622,9032,2032,8735,2033,164,160,0,271,133,156,0,271,0,271,1033,451,2481,956,14716,2230,7710,2079,47109,4321
0500000US06067,6067,"Sacramento County, California",2009,616342,10977,544379,10937,470277,10064,74102,5287,57667,4490,9407,1858,3180,1199,1984,1318,1864,614,22579,3440,16248,2941,2011,912,1689,695,2631,852,0,271,55,93,2052,720,6173,1453,10847,1596,3956,1072,26301,2929
0500000US06071,6071,"San Bernardino County, California",2009,722108,12689,654928,13328,542040,12518,112888,7062,92654,6023,11659,2285,4886,1482,1588,693,2101,894,12496,2145,12110,2137,171,213,0,271,138,163,77,127,247,420,1991,724,2089,872,18012,2624,4369,1202,27976,3404
0500000US06073,6073,"San Diego County, California",2009,1431802,15584,1231564,15396,1086500,13848,145064,6779,116931,6480,16160,2467,5688,1743,2631,911,3654,1031,42214,3688,36122,3405,2935,1077,335,311,2564,723,258,280,337,285,7220,1460,8663,1720,40219,4407,8618,1649,92967,5508
0500000US06075,6075,"San Francisco County, California",2009,614524,12419,292506,10334,224785,9623,67721,4921,45683,4828,15106,2214,3959,962,1586,710,1387,657,218944,8562,112591,7034,11945,2014,75692,4607,14020,2057,4696,978,1183,617,5048,1258,13437,2391,46544,4312,7349,1613,29513,3433
0500000US06077,6077,"San Joaquin County, California",2009,223399,7215,203217,6902,176131,6948,27086,3182,19566,2762,3844,1293,1606,1116,1197,801,873,702,2384,2070,2271,2060,113,187,0,271,0,271,0,271,0,271,723,501,1259,597,3621,919,1996,737,10199,1920
0500000US06079,6079,"San Luis Obispo County, California",2009,116678,4388,98434,4284,83291,4480,15143,2386,11767,2164,1582,748,710,385,629,479,455,280,1728,950,1728,950,0,271,0,271,0,271,0,271,0,271,486,254,1874,707,5157,1534,388,276,8611,1788
0500000US06081,6081,"San Mateo County, California",2009,350021,9766,294962,8576,253679,8008,41283,3513,29350,2709,7067,1808,2283,915,1300,840,1283,548,17190,2625,10119,2143,83,136,3024,851,3964,1078,0,271,0,271,1106,549,2450,782,9350,1916,3297,969,21666,3178
0500000US06083,6083,"Santa Barbara County, California",2009,192492,4576,156402,4806,128232,4409,28170,2875,20986,2422,4082,1335,2266,1061,412,304,424,324,7867,1873,7867,1873,0,271,0,271,0,271,0,271,0,271,685,371,7040,1519,9024,1778,1240,732,10234,1700
0500000US06085,6085,"Santa Clara County, California",2009,933910,13112,814326,12923,710289,13043,104037,6769,81959,5475,13981,2339,4687,1770,2210,1047,1200,557,31301,3344,21684,2940,986,379,544,360,8087,1498,0,271,222,216,3028,1026,13308,2114,18326,2981,15803,3336,37596,3361
0500000US06087,6087,"Santa Cruz County, California",2009,105363,4894,85949,4654,75304,4338,10645,1638,8605,1602,1119,436,453,288,67,112,401,240,3611,1419,3611,1419,0,271,0,271,0,271,0,271,0,271,141,160,3192,1158,5087,1247,419,353,6964,1244
0500000US06089,6089,"Shasta County, California",2009,70035,3547,61129,3722,55816,3857,5313,1138,3212,856,1294,581,388,369,81,135,338,435,650,631,379,338,0,271,0,271,271,426,0,271,0,271,679,348,568,462,1671,678,949,656,4389,1284
0500000US06095,6095,"Solano County, California",2009,138155,5861,126060,5789,110769,5259,15291,2805,11947,2735,2619,874,449,254,69,117,207,183,1761,727,1596,689,0,271,0,271,112,180,53,86,49,85,316,339,786,452,2607,868,684,526,5892,1269
0500000US06097,6097,"Sonoma County, California",2009,200314,5037,169014,4943,148407,4304,20607,2777,14641,2400,2605,1332,1586,1237,575,425,1200,937,3827,1007,3554,1061,0,271,83,138,190,311,0,271,0,271,510,333,3168,906,7260,1782,788,513,15747,1986
0500000US06099,6099,"Stanislaus County, California",2009,178045,5434,162207,5925,144493,5316,17714,2425,13599,2021,2893,1288,620,352,395,336,207,152,1183,665,1183,665,0,271,0,271,0,271,0,271,0,271,197,188,786,469,3212,942,2470,1033,7990,1332
0500000US06107,6107,"Tulare County, California",2009,152695,6387,136804,6267,116523,5320,20281,2638,13639,2137,3684,1252,1055,541,730,368,1173,669,1096,526,1096,526,0,271,0,271,0,271,0,271,0,271,293,228,884,581,3209,1073,3805,2681,6604,1191
0500000US06111,6111,"Ventura County, California",2009,325433,7550,288115,7074,246194,6938,41921,3466,31974,3040,4650,1156,3302,1470,1411,704,584,281,3909,1107,3485,1013,0,271,40,67,384,368,0,271,0,271,1393,587,2901,1040,8535,1644,1984,860,18596,2219
0500000US06113,6113,"Yolo County, California",2009,97678,4560,80703,4484,67861,4443,12842,2053,9758,1957,2222,791,486,385,224,189,152,183,2508,1024,2225,1026,0,271,0,271,283,242,0,271,0,271,649,409,7614,1503,2123,776,433,283,3648,1020
0500000US06001,6001,"Alameda County, California",2010,689338,14064,562450,13372,492194,12375,70256,4779,55977,4281,9417,1503,3082,827,672,401,1108,475,50109,4203,21844,3156,850,574,24378,2920,2957,866,80,131,292,299,1414,529,8801,1281,21204,3462,4816,1207,40252,3780
0500000US06007,6007,"Butte County, California",2010,82784,4029,71381,3710,59178,3671,12203,1876,9704,1726,1636,644,234,198,583,559,46,85,1109,927,1109,927,0,273,0,273,0,273,0,273,157,252,711,671,2292,1027,2504,963,256,223,4374,884
0500000US06013,6013,"Contra Costa County, California",2010,355438,9830,304197,9078,263270,8476,40927,3987,32782,3847,5037,1304,1213,489,908,633,987,626,10226,1696,5755,1447,61,105,4067,1065,343,312,0,273,0,273,410,312,3483,1153,6446,1383,1931,734,28745,3527
0500000US06019,6019,"Fresno County, California",2010,354114,8030,310822,8261,273486,8311,37336,3896,26089,3627,4500,1161,3048,1369,2211,1004,1488,591,4956,1718,4871,1754,34,56,0,273,0,273,51,82,0,273,1184,645,1956,770,8593,1896,12380,2987,14223,2478
0500000US06023,6023,"Humboldt County, California",2010,59948,3000,50013,3029,44366,2815,5647,1484,4429,1315,748,461,231,217,239,350,0,273,654,501,654,501,0,273,0,273,0,273,0,273,0,273,131,156,1128,655,3899,1005,940,608,3183,912
0500000US06025,6025,"Imperial County, California",2010,54357,2811,50930,2635,45435,2729,5495,1250,4046,1095,620,371,456,287,232,231,141,120,336,245,336,245,0,273,0,273,0,273,0,273,0,273,56,64,141,226,288,254,440,350,2166,770
0500000US06029,6029,"Kern County, California",2010,303242,6475,275523,6444,228196,6487,47327,4257,30448,3184,7500,2590,4764,1393,2791,1129,1824,857,3128,1160,3101,1163,27,45,0,273,0,273,0,273,126,151,648,415,1038,564,7119,2642,5248,1843,10412,1803
0500000US06031,6031,"Kings County, California",2010,53263,3573,48890,3563,43212,3529,5678,1374,2972,884,1022,576,451,387,704,509,529,542,995,892,952,889,0,273,0,273,43,69,0,273,0,273,167,274,172,158,995,497,506,379,1538,1026
0500000US06037,6037,"Los Angeles County, California",2010,4452745,23638,3703166,24999,3214439,25147,488727,11868,378730,10819,67053,5022,19639,2218,12021,2169,11284,2038,319496,12032,281124,11706,3270,1109,17823,2408,16990,2199,289,304,1497,511,11403,1631,36716,3316,124819,6582,40404,3539,215244,8908
0500000US06041,6041,"Marin County, California",2010,118051,5385,95106,4759,82216,4450,12890,2382,9364,1855,2040,1079,615,469,433,291,438,377,3858,1128,3107,1010,0,273,751,743,0,273,0,273,0,273,280,232,1735,652,6448,2525,343,308,10281,1820
0500000US06047,6047,"Merced County, California",2010,80809,4294,72045,3771,64848,3738,7197,1394,5226,1198,959,591,452,293,273,286,287,295,203,199,203,199,0,273,0,273,0,273,0,273,0,273,296,267,466,382,2207,1009,2501,1220,3091,933
0500000US06053,6053,"Monterey County, California",2010,176743,5500,148769,6270,126473,5576,22296,3081,15450,2545,3084,1127,2103,843,947,455,712,778,2862,1057,2813,1064,0,273,49,81,0,273,0,273,51,88,438,260,886,408,5987,1484,7349,2002,10401,3730
0500000US06055,6055,"Napa County, California",2010,64724,3930,57654,3798,50534,3604,7120,1334,5347,1250,1001,566,309,362,127,197,336,270,771,433,699,422,0,273,0,273,72,126,0,273,0,273,105,129,249,208,2126,639,653,403,3166,878
0500000US06059,6059,"Orange County, California",2010,1448816,16184,1290448,16308,1129070,15023,161378,8865,125161,7897,21526,2877,6808,1715,5271,2045,2612,1066,40404,3415,36433,3258,237,194,334,391,3400,960,0,273,449,299,5327,1312,12665,2016,24519,2765,8368,1410,66636,4587
0500000US06061,6061,"Placer County, California",2010,141618,5958,124521,5976,111766,5581,12755,2379,10569,2174,1217,719,594,408,181,244,194,207,332,246,332,246,0,273,0,273,0,273,0,273,59,94,589,321,583,458,2809,1242,1237,749,11488,2135
0500000US06065,6065,"Riverside County, California",2010,667308,14884,597181,13864,517996,12178,79185,6241,59740,5287,12309,2798,4265,1267,2409,1251,462,308,8892,2390,8164,2430,184,304,301,384,243,236,0,273,0,273,2760,917,3282,1371,13024,2505,8692,2072,33477,2738
0500000US06067,6067,"Sacramento County, California",2010,601412,9842,526379,9340,455009,9181,71370,4810,59480,4581,7313,1646,2298,674,845,432,1434,525,21432,2893,14629,2210,2499,1063,2270,779,2034,734,0,273,122,141,2243,778,7406,1449,10128,1920,4459,1046,29243,2842
0500000US06071,6071,"San Bernardino County, California",2010,716895,13651,655382,13318,541531,14209,113851,6983,92944,6390,11139,2020,5419,1912,2074,812,2275,856,7651,1692,6584,1487,52,86,48,80,902,607,65,107,0,273,1362,643,3219,1442,15424,3016,6144,1805,27713,3439
0500000US06073,6073,"San Diego County, California",2010,1419548,15039,1229323,15443,1083163,15079,146160,8048,114531,6786,18159,2553,6897,1754,3881,1472,2692,805,44978,4435,38258,3968,2721,1049,437,350,3403,1097,159,196,486,349,5269,1243,11356,2421,38222,5225,8015,1701,81899,6472
0500000US06075,6075,"San Francisco County, California",2010,583307,11611,267248,9547,205719,7648,61529,5198,43169,4257,13745,2160,2333,939,729,395,1553,680,218852,8412,116118,6453,11447,1887,77719,5050,9617,1571,3951,871,1602,691,4062,1295,15452,2313,41293,4192,5578,1378,29220,3224
0500000US06077,6077,"San Joaquin County, California",2010,230496,7832,207838,7221,177741,6622,30097,3717,19666,2805,5589,1720,1658,929,798,611,2386,2473,1248,613,1248,613,0,273,0,273,0,273,0,273,0,273,596,344,1470,596,4140,1184,1803,922,13401,2352
0500000US06079,6079,"San Luis Obispo County, California",2010,111840,4639,98570,4830,85894,4432,12676,2023,10718,2060,1156,719,106,129,228,213,468,420,963,499,963,499,0,273,0,273,0,273,0,273,0,273,733,364,1495,638,3216,1104,194,197,6669,1405
0500000US06081,6081,"San Mateo County, California",2010,368209,8099,311238,7367,264882,7118,46356,3746,34545,3341,6485,1688,2819,1232,601,292,1906,861,18366,2727,10170,1672,0,273,3929,1295,4267,1159,0,273,0,273,738,410,2971,1214,11654,2431,5520,1734,17722,2455
0500000US06083,6083,"Santa Barbara County, California",2010,195391,4698,158075,4898,128208,4980,29867,3536,21464,3083,4805,1515,1961,1157,1032,658,605,405,7671,1832,7579,1842,0,273,0,273,15,27,77,132,72,110,830,452,7740,1379,9258,1626,1446,792,10299,1592
0500000US06085,6085,"Santa Clara County, California",2010,907948,12639,798946,12741,699989,12627,98957,5424,82403,5066,11395,2299,2388,980,1716,777,1055,482,28877,2958,19775,2842,1493,696,1315,692,6294,1367,0,273,76,126,2285,715,14376,1926,15346,2232,6855,1416,41187,3679
0500000US06087,6087,"Santa Cruz County, California",2010,105965,7225,84615,5875,72683,5816,11932,2265,7919,2004,2213,963,854,612,727,612,219,183,2885,1461,2838,1421,0,273,0,273,47,79,0,273,66,112,267,198,2862,865,5578,1848,2909,1248,6783,1241
0500000US06095,6095,"Solano County, California",2010,143568,6580,130538,6039,113836,5420,16702,2520,13350,2470,2299,1236,484,424,233,196,336,229,1886,949,1553,904,0,273,0,273,221,288,112,132,81,137,165,185,562,446,3622,1426,235,281,6479,1432
0500000US06097,6097,"Sonoma County, California",2010,200232,6050,172936,6517,153215,6599,19721,2448,16155,1968,3027,1379,333,226,36,60,170,180,2813,1142,2813,1142,0,273,0,273,0,273,0,273,0,273,705,543,1755,593,4160,922,599,342,17264,2421
0500000US06099,6099,"Stanislaus County, California",2010,180952,6668,164881,6671,145152,6284,19729,2867,15077,2655,2049,627,1164,599,982,627,457,449,1447,803,1447,803,0,273,0,273,0,273,0,273,0,273,394,293,914,531,2584,729,1253,642,9479,1477
0500000US06107,6107,"Tulare County, California",2010,159139,4830,143803,4812,118862,4732,24941,3400,14779,1897,5354,1574,3102,1640,779,448,927,454,1205,587,1205,587,0,273,0,273,0,273,0,273,0,273,259,192,312,213,4468,1250,3293,1110,5799,1294
0500000US06111,6111,"Ventura County, California",2010,338735,8399,297305,9458,248389,8899,48916,4919,32615,3626,6928,1983,5477,2605,2585,1764,1311,1613,3876,1125,3876,1125,0,273,0,273,0,273,0,273,0,273,971,439,2736,1071,7722,1927,3574,1423,22551,4516
0500000US06113,6113,"Yolo County, California",2010,95103,5874,79176,4697,68084,4443,11092,1874,7744,1509,2116,934,1026,760,0,273,206,207,2182,752,1859,736,0,273,0,273,323,227,0,273,0,273,292,186,7072,2070,2715,996,304,288,3362,1046
0500000US06001,6001,"Alameda County, California",2011,671970,13113,538429,12490,469495,11812,68934,4930,51730,4318,10497,1780,4095,1230,1198,592,1414,673,51320,4423,24751,3546,420,372,22610,2865,3539,1035,0,193,140,190,1675,671,14858,2145,24161,3039,6531,1423,34856,3085
0500000US06007,6007,"Butte County, California",2011,82123,3677,70559,3833,62982,4047,7577,1708,6444,1661,719,388,371,267,43,80,0,193,806,436,806,436,0,193,0,193,0,193,0,193,111,185,588,504,2697,1190,3661,1222,263,421,3438,893
0500000US06013,6013,"Contra Costa County, California",2011,362190,9723,312764,9866,276182,9502,36582,3628,28355,3008,4956,1574,2023,812,573,375,675,425,8014,1541,4907,1335,428,516,2282,807,397,322,0,193,0,193,636,381,1550,586,5931,1777,3554,1540,29741,3611
0500000US06019,6019,"Fresno County, California",2011,343967,9297,311807,9165,270053,8629,41754,4542,28913,3530,4996,1449,2877,1078,2857,1212,2111,1000,3737,1166,3528,1110,0,193,0,193,209,218,0,193,0,193,966,634,2244,770,7147,1384,6471,1521,11595,1923
0500000US06025,6025,"Imperial County, California",2011,57071,2707,50918,2385,44325,2628,6593,1519,4531,1368,960,604,465,299,75,122,562,372,787,522,787,522,0,193,0,193,0,193,0,193,353,279,0,193,219,255,1626,704,767,452,2401,864
0500000US06029,6029,"Kern County, California",2011,314278,7571,287998,7366,237003,7831,50995,4511,30103,3620,7571,1970,6329,2404,3093,1418,3899,1494,3806,1271,3719,1258,50,81,0,193,0,193,37,57,151,182,766,524,1549,694,5527,1541,5666,1563,8815,1845
0500000US06031,6031,"Kings County, California",2011,54413,3647,49262,3494,42239,2994,7023,1587,3848,1192,1396,633,317,296,371,287,1091,612,47,102,47,102,0,193,0,193,0,193,0,193,0,193,260,241,139,145,2200,729,861,445,1644,574
